sesso,eta,titolo_studio,regione,corso_medievale,opinione_medioevo,eta_num,titolo_studio_num,opinione_num,corso_num,data_inizio,anno_inizio,cluster_inizio,motivo_inizio_cat,data_fine,anno_fine,cluster_fine,motivo_fine_cat,durata_medioevo,termini_associati,commento_aperto,sentiment_score,sentiment_class
Donna,20-29,Laurea triennale,Lombardia,Sì,Parzialmente negativa,24.5,6,2,1,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Aratro, Vassalli, Crociate, Peste, Stato pontificio",,,Neutrale/Misto
Uomo,20-29,Laurea magistrale,Lombardia,No,Neutrale,24.5,7,3,0,XIII secolo,1250.0,1000+ (Basso Medioevo),Non specificato,XVII,,Non specificato,Non specificato,,"Caccia alle streghe, Scoperta dell’America, Invasioni Barbariche, Peste, Crociate",,,Neutrale/Misto
Uomo,20-29,Laurea magistrale,Lombardia,No,Neutrale,24.5,7,3,0,476 d.C.,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Aratro, Invasioni Barbariche, Stato pontificio, Repubbliche Marinare, Vassalli","Più che sul medioevo in sé, ritengo sia utile fare un commento sul fatto che vi sia una percezione sbagliata del medioevo come epoca oscura e di regressione mentre non è così",0.0,Neutrale/Misto
Donna,18-19,Licenza media,Lombardia,No,Parzialmente positiva,18.5,2,4,0,1000,1000.0,800-1000 (Impero Carolingio),Non specificato,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,492.0,"Peste, Caccia alle streghe, Stato pontificio, Scoperta dell’America, Invenzione della stampa",,,Neutrale/Misto
Donna,20-29,Diploma di istruzione liceale,Lombardia,Sì,Neutrale,24.5,5,3,1,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Vassalli, Normanni, Editto di Rotari, Caccia alle streghe, Crociate",,,Neutrale/Misto
Uomo,20-29,Laurea magistrale,Lombardia,No,Neutrale,24.5,7,3,0,V secolo,450.0,476-500 (Caduta Impero Romano Occ.),Ricordi scolastici,XV secolo,1450.0,1400-1453 (Caduta Costantinopoli),Scoperta America,1000.0,"Crociate, Aratro, Vassalli, Caccia alle streghe, Stato pontificio","Per certi versi c'è stato un declino sì all'inizio, in diversi campi, e il sistema feudale e lo strapotere della chiesa non sono cose per cui provo particolare simpatia. Tuttavia, è stato anche un periodo di innovazione, anche artisticamente parlando. Non è stato un periodo totalmente oscuro, anche perché è stato molto lungo e un giudizio univoco è difficile da esprimere",0.0,Neutrale/Misto
Uomo,50-59,Diploma di istruzione tecnica,Puglia,No,Parzialmente positiva,54.5,4,4,0,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1490,1490.0,1454-1492 (Scoperta America),Scoperta America,1014.0,"Crociate, Peste, Vassalli",É un periodo storico molto importante per l Italia e per il bacino del mediteranneo,1.0,Positivo
Uomo,20-29,Laurea magistrale,Lombardia,Sì,Neutrale,24.5,7,3,1,V secolo d.C. ,450.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1042.0,"Crociate, Stato pontificio, Invenzione della stampa",,,Neutrale/Misto
Donna,50-59,Laurea triennale,Lombardia,No,Parzialmente positiva,54.5,6,4,0,1000 d.C.,1000.0,800-1000 (Impero Carolingio),Altro,1500 d.C.,1500.0,1493-1517 (Riforma protestante),Altro,500.0,"Stato pontificio, Caccia alle streghe, Vassalli, Aratro, Crociate","Un periodo ricco e fiorente per l'Italia (nascono le corporazioni, arti e mestieri) ma contraddirorio e travagliato per la Chiesa Cattolica (persecuzioni, oscurantismo)",1.0,Positivo
Donna,20-29,Laurea triennale,Emilia Romagna,No,Parzialmente positiva,24.5,6,4,0,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Arabi, Crociate, Stato pontificio, Invasioni Barbariche, Caccia alle streghe",,,Neutrale/Misto
Uomo,20-29,Laurea triennale,Lombardia,No,Neutrale,24.5,6,3,0,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1453,1453.0,1400-1453 (Caduta Costantinopoli),Caduta Costantinopoli,977.0,"Stato pontificio, Caccia alle streghe, Vassalli, Invenzione della stampa, Crociate",,,Neutrale/Misto
Uomo,20-29,Laurea triennale,Lombardia,No,Neutrale,24.5,6,3,0,975 cca (le date non sono il mio forte),975.0,800-1000 (Impero Carolingio),Caduta Roma,XV,,Non specificato,Rinascimento,,"Arabi, Repubbliche Marinare, Peste, Stato pontificio, Crociate","Un importante periodo per lo sviluppo della società occidentale e medio-orientale, ricco di arti, scoperte, invenzioni. (Detto tra noi: una figata)",1.0,Positivo
Uomo,30-39,Diploma di istruzione tecnica,Lombardia,No,Parzialmente negativa,34.5,4,2,0,Negli anni 1000 ,1000.0,800-1000 (Impero Carolingio),Caduta Roma,Nel 1600,1600.0,1518+ (Fine posticipata),Rinascimento,600.0,"Aratro, Caccia alle streghe, Crociate, Peste, Vassalli",Un'epoca oscura dove la vita era difficile almeno che non fossi nato in una famiglia di proprietari terrieri o nobili ,0.0,Neutrale/Misto
Donna,30-39,Laurea magistrale,Lombardia,No,Parzialmente negativa,34.5,7,2,0,476 d.c.,476.0,476-500 (Caduta Impero Romano Occ.),Non specificato,1492,1492.0,1454-1492 (Scoperta America),Non specificato,1016.0,"Aratro, Crociate, Vassalli, Peste",,,Neutrale/Misto
Uomo,20-29,Diploma di istruzione liceale,Abruzzo,Sì,Neutrale,24.5,5,3,1,476 d.C.,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Repubbliche Marinare, Caccia alle streghe, Stato pontificio, Arabi, Peste",Troppo potere alla Chiesa,0.0,Neutrale/Misto
Donna,30-39,Laurea magistrale,Lombardia,No,Parzialmente negativa,34.5,7,2,0,Anno 152 dc,152.0,Pre-476 (ante caduta Roma),Caduta Roma,1452,1452.0,1400-1453 (Caduta Costantinopoli),Scoperta America,1300.0,"Crociate, Peste, Caccia alle streghe, Vassalli",Un periodo storico convenzionalmente definito dagli storici per sistematizzare lo studio della storia,0.0,Neutrale/Misto
Donna,50-59,Laurea triennale,Liguria,No,Parzialmente negativa,54.5,6,2,0,V secolo d.c.,450.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1400,1400.0,1400-1453 (Caduta Costantinopoli),Rinascimento,950.0,"Editto di Rotari, Vassalli, Caccia alle streghe, Peste, Invasioni Barbariche",,,Neutrale/Misto
Uomo,20-29,Diploma di istruzione liceale,Lombardia,No,Neutrale,24.5,5,3,0,500 d.C.,500.0,476-500 (Caduta Impero Romano Occ.),Non specificato,1500 d.C.,1500.0,1493-1517 (Riforma protestante),Scoperta America,1000.0,"Peste, Caccia alle streghe, Stato pontificio, Crociate",,,Neutrale/Misto
Uomo,40-49,Licenza media,Lombardia,No,Parzialmente negativa,44.5,2,2,0,463 d.c.,463.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1600 d.c.,1600.0,1518+ (Fine posticipata),Altro,1137.0,"Normanni, Crociate, Caccia alle streghe, Arabi, Vassalli",,,Neutrale/Misto
Uomo,60-69,Diploma di istruzione tecnica,Lombardia,No,Parzialmente negativa,64.5,4,2,0,5 / 6 secolo dopo Cristo,550.0,500-600 (Alto Medioevo),Non specificato,1492,1492.0,1454-1492 (Scoperta America),Non specificato,942.0,"Invasioni Barbariche, Normanni, Ungari, Crociate, Peste",,,Neutrale/Misto
Uomo,20-29,Laurea triennale,Lombardia,No,Parzialmente positiva,24.5,6,4,0,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,Sedicesimo secolo,,Non specificato,Altro,,"Invasioni Barbariche, Peste, Vassalli, Aratro, Crociate","Il medioevo, così come molti altri periodi storici a cui è stato dato un nome, bisogna ricordare che si è svolto non contemporaneamente per diversi regni e città. La concezione di medioevo inoltre può applicarsi a determinate regioni europee anche a fasi alterne, non mantendo una continuità relativa al periodo storico.",0.0,Neutrale/Misto
Uomo,20-29,Laurea triennale,Lombardia,No,Parzialmente negativa,24.5,6,2,0,1000,1000.0,800-1000 (Impero Carolingio),Non specificato,1600,1600.0,1518+ (Fine posticipata),Altro,600.0,"Peste, Caccia alle streghe, Stato pontificio, Crociate",,,Neutrale/Misto
Uomo,20-29,Diploma di istruzione liceale,Lombardia,No,Neutrale,24.5,5,3,0,VII secolo,650.0,600-800 (Periodo pre-carolingio),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,842.0,"Peste, Vassalli, Crociate, Caccia alle streghe",,,Neutrale/Misto
Uomo,20-29,Laurea triennale,Lombardia,No,Neutrale,24.5,6,3,0,4 secolo dopo cristo,350.0,Pre-476 (ante caduta Roma),Caduta Roma,15 secolo,1450.0,1400-1453 (Caduta Costantinopoli),Scoperta America,1100.0,"Invasioni Barbariche, Vassalli, Invenzione della stampa, Peste, Crociate",,,Neutrale/Misto
Uomo,20-29,Laurea triennale,Piemonte,No,Parzialmente positiva,24.5,6,4,0,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Crociate, Scoperta dell’America, Caccia alle streghe, Peste",,,Neutrale/Misto
Uomo,20-29,Diploma di istruzione liceale,Lombardia,No,Neutrale,24.5,5,3,0,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Vassalli, Peste, Stato pontificio, Aratro, Crociate",,,Neutrale/Misto
Uomo,30-39,Laurea magistrale,Lombardia,Sì,Assolutamente positiva,34.5,7,5,1,476 d. C. ,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,12 ottobre 1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Crociate, Arabi, Normanni, Invasioni Barbariche, Vassalli",Chi ama la storia non può non amare il Medioevo ,0.0,Neutrale/Misto
Uomo,50-59,Licenza media,Lombardia,No,Assolutamente positiva,54.5,2,5,0,Intorno al '500,500.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,Intorno al1600,,Non specificato,Altro,,"Caccia alle streghe, Peste, Stato pontificio, Repubbliche Marinare, Crociate",Sanguinoso ma importante ,1.0,Positivo
Donna,20-29,Diploma di istruzione liceale,Lombardia,No,Neutrale,24.5,5,3,0,Intorno al 476  ,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,Circa 1500,1500.0,1493-1517 (Riforma protestante),Scoperta America,1024.0,"Crociate, Arabi, Peste, Vassalli, Editto di Rotari",Svuotamento servizi igienici tramite defenestrazione. Che schifo.,0.0,Neutrale/Misto
Donna,50-59,Diploma di istruzione tecnica,Lombardia,No,Parzialmente positiva,54.5,4,4,0,500,500.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1400-1500,1400.0,1400-1453 (Caduta Costantinopoli),Altro,900.0,"Aratro, Crociate, Editto di Rotari, Vassalli, Peste",Periodo importante ma crudele e malsano ,0.0,Neutrale/Misto
Uomo,20-29,Diploma di istruzione tecnica,Lombardia,No,Parzialmente negativa,24.5,4,2,0,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1500,1500.0,1493-1517 (Riforma protestante),Scoperta America,1024.0,"Invenzione della stampa, Stato pontificio, Caccia alle streghe, Crociate, Scoperta dell’America",Un periodo storico di forte evoluzione che però ha anche evidenziato tratti della natura umana molto negativi per colpa dell'ignoranza e della religione e che quasi va eclissare gli avvenimenti positivi che ha portato il periodo,-1.0,Negativo
Uomo,60-69,Diploma di istruzione liceale,Lombardia,No,Neutrale,64.5,5,3,0,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Vassalli, Caccia alle streghe, Crociate, Repubbliche Marinare, Stato pontificio","Un periodo di transizione, governato da pochi a causa di una diffusa ignoranza",-1.0,Negativo
Uomo,50-59,Laurea magistrale,Liguria,No,Parzialmente negativa,54.5,7,2,0,1000,1000.0,800-1000 (Impero Carolingio),Non specificato,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,492.0,Caccia alle streghe,Il secolo buio ,-1.0,Negativo
Donna,40-49,Diploma di istruzione tecnica,Lombardia,No,Neutrale,44.5,4,3,0,500,500.0,476-500 (Caduta Impero Romano Occ.),Ricordi scolastici,1500,1500.0,1493-1517 (Riforma protestante),Ricordi scolastici,1000.0,"Caccia alle streghe, Aratro, Arabi, Peste, Crociate",,,Neutrale/Misto
Uomo,20-29,Diploma di istruzione liceale,Lombardia,No,Parzialmente positiva,24.5,5,4,0,476dc,,Non specificato,Caduta Roma,1942dc,,Non specificato,Scoperta America,,"Stato pontificio, Crociate, Caccia alle streghe, Vassalli, Peste",,,Neutrale/Misto
Donna,50-59,Licenza media,Lombardia,No,Assolutamente positiva,54.5,2,5,0,Intorno all’anno 1000,1000.0,800-1000 (Impero Carolingio),Caduta Roma,1400 dc,1400.0,1400-1453 (Caduta Costantinopoli),Altro,400.0,"Peste, Invasioni Barbariche, Crociate, Vassalli, Caccia alle streghe",,,Neutrale/Misto
Uomo,20-29,Diploma di istruzione liceale,Lombardia,Sì,Neutrale,24.5,5,3,1,476 d.C,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,(Fine) XV Secolo ,1450.0,1400-1453 (Caduta Costantinopoli),Scoperta America,974.0,"Invenzione della stampa, Peste, Caccia alle streghe, Crociate",Epoca storica divisa in basso e alto medioevo (divisone all’anno 1000) dove la chiesa cristiana risulta essere centrale e un periodo di “stallo” per l’umanità ,0.0,Neutrale/Misto
Donna,30-39,Laurea magistrale,Lombardia,No,Neutrale,34.5,7,3,0,1100,1100.0,1000+ (Basso Medioevo),Non specificato,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,392.0,"Vassalli, Peste, Stato pontificio, Caccia alle streghe, Aratro",Un periodo di transizione molto sottovalutato e eccessivamente stigmatizzato. ,1.0,Positivo
Uomo,18-19,Licenza media,Lombardia,No,Neutrale,18.5,2,3,0,476 d.C.,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Stato pontificio, Aratro, Peste, Caccia alle streghe, Scoperta dell’America",,,Neutrale/Misto
Donna,20-29,Licenza media,Lombardia,No,Neutrale,24.5,2,3,0,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Caccia alle streghe, Stato pontificio, Invenzione della stampa, Crociate, Scoperta dell’America",,,Neutrale/Misto
Donna,40-49,Laurea magistrale,Campania,Sì,Parzialmente negativa,44.5,7,2,1,476d.C.,,Non specificato,Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,,"Vassalli, Aratro, Crociate, Stato pontificio, Caccia alle streghe","Un secolo di superstizioni e lotte per l' indipendenza, un ossimoro perfetto ",0.0,Neutrale/Misto
Donna,80+,Licenza elementare,Lombardia,No,Assolutamente positiva,85.0,1,5,0,300,300.0,Pre-476 (ante caduta Roma),Non specificato,1500,1500.0,1493-1517 (Riforma protestante),Non specificato,1200.0,"Invasioni Barbariche, Scoperta dell’America, Stato pontificio, Crociate, Savoia",Il medioevo era barbarico,0.0,Neutrale/Misto
Donna,50-59,Licenza media,Lombardia,No,Parzialmente negativa,54.5,2,2,0,400,400.0,476-500 (Caduta Impero Romano Occ.),Non specificato,1600,1600.0,1518+ (Fine posticipata),Non specificato,1200.0,"Aratro, Crociate, Peste, Invasioni Barbariche, Vassalli",,,Neutrale/Misto
Uomo,20-29,Laurea triennale,Lombardia,No,Parzialmente positiva,24.5,6,4,0,476dc,,Non specificato,Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,,"Aratro, Repubbliche Marinare, Normanni, Crociate, Vassalli",,,Neutrale/Misto
Uomo,20-29,Laurea triennale,Lombardia,No,Parzialmente positiva,24.5,6,4,0,476 D.C.,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Repubbliche Marinare, Stato pontificio, Crociate, Caccia alle streghe, Vassalli",Sottovalutato,1.0,Positivo
Uomo,50-59,Diploma di istruzione professionale,Lombardia,No,Assolutamente negativa,54.5,3,1,0,300,300.0,Pre-476 (ante caduta Roma),Non specificato,1600,1600.0,1518+ (Fine posticipata),Non specificato,1300.0,"Stato pontificio, Peste, Vassalli, Crociate",,,Neutrale/Misto
Donna,60-69,Diploma di istruzione tecnica,Lombardia,No,Assolutamente negativa,64.5,4,1,0,500 d.c.,500.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1500,1500.0,1493-1517 (Riforma protestante),Scoperta America,1000.0,"Caccia alle streghe, Stato pontificio, Vassalli, Invasioni Barbariche, Crociate",Un'era buia con pregiudizi che impediva l'evolversi della popolazione,0.0,Neutrale/Misto
Donna,60-69,Diploma di istruzione tecnica,Lombardia,No,Neutrale,64.5,4,3,0,900 dc,900.0,800-1000 (Impero Carolingio),Caduta Roma,1479,1479.0,1454-1492 (Scoperta America),Scoperta America,579.0,"Aratro, Crociate, Stato pontificio, Peste, Normanni","Come in qualsiasi epoca non è tutto bianco o nero, è stata un epoca in cui era diffusa la povertà anche culturale, non c'era libertà di pensiero, ma il senso religioso diffuso consentiva un minimo di rispetto delle persone, nei monasteri la cultura era preservata e la società comunque si è evoluta ",0.0,Neutrale/Misto
Uomo,50-59,Licenza media,Lombardia,No,Parzialmente negativa,54.5,2,2,0,1000,1000.0,800-1000 (Impero Carolingio),Altro,1500,1500.0,1493-1517 (Riforma protestante),Altro,500.0,"Caccia alle streghe, Arabi, Crociate, Peste, Invasioni Barbariche",Inutile ,0.0,Neutrale/Misto
Donna,20-29,Laurea triennale,Lombardia,No,Neutrale,24.5,6,3,0,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Stato pontificio, Crociate, Arabi, Caccia alle streghe, Scoperta dell’America",,,Neutrale/Misto
Uomo,20-29,Laurea triennale,Lombardia,No,Parzialmente positiva,24.5,6,4,0,476 d.C.,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Stato pontificio, Vassalli, Crociate","Spesso considerata un'epoca di decadenza e di eventi negativi, la ritengo un'epoca di fioritura culturale e politica che ci ha consegnato un Mondo migliore che poi si è evoluto ",-1.0,Negativo
Donna,40-49,Diploma di istruzione tecnica,Lombardia,No,Parzialmente positiva,44.5,4,4,0,476,476.0,476-500 (Caduta Impero Romano Occ.),Non specificato,1000,1000.0,Pre-1400 (Fine anticipata),Non specificato,524.0,"Invasioni Barbariche, Vassalli, Aratro, Crociate",,,Neutrale/Misto
Donna,20-29,Laurea triennale,Campania,No,Parzialmente positiva,24.5,6,4,0,1500,1500.0,1000+ (Basso Medioevo),Non specificato,1800,1800.0,1518+ (Fine posticipata),Non specificato,300.0,"Peste, Crociate, Vassalli, Stato pontificio, Caccia alle streghe",,,Neutrale/Misto
Donna,20-29,Laurea triennale,Veneto,No,Neutrale,24.5,6,3,0,476 d.C.,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Vassalli, Stato pontificio, Caccia alle streghe, Peste, Invasioni Barbariche",,,Neutrale/Misto
Donna,20-29,Laurea triennale,Emilia Romagna,No,Parzialmente negativa,24.5,6,2,0,476 d.C ,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Invasioni Barbariche, Caccia alle streghe, Peste, Crociate, Aratro",,,Neutrale/Misto
Uomo,30-39,Laurea magistrale,Lombardia,No,Neutrale,34.5,7,3,0,400 dopo Cristo,400.0,476-500 (Caduta Impero Romano Occ.),Altro,1400,1400.0,1400-1453 (Caduta Costantinopoli),Rinascimento,1000.0,"Caccia alle streghe, Stato pontificio, Peste, Crociate","Età definita da molti storici buia, priva di innovazioni, persecutoria ecc. ma per Barbero una figata",0.0,Neutrale/Misto
Donna,20-29,Laurea triennale,Emilia Romagna,No,Neutrale,24.5,6,3,0,V secolo ,450.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1042.0,"Scoperta dell’America, Vassalli, Crociate, Aratro, Peste",,,Neutrale/Misto
Uomo,20-29,Laurea triennale,Puglia,Sì,Parzialmente negativa,24.5,6,2,1,300 d.C circa ,300.0,Pre-476 (ante caduta Roma),Non specificato,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1192.0,"Crociate, Vassalli, Caccia alle streghe, Stato pontificio, Aratro",,,Neutrale/Misto
Donna,40-49,Diploma di istruzione liceale,Lombardia,No,Neutrale,44.5,5,3,0,non ne ho idea,,Non specificato,Altro,"se non so quando è iniziato, non so quando è finito",,Non specificato,Non specificato,,"Vassalli, Peste, Aratro",una cosa che non ho mai voluto studiare,0.0,Neutrale/Misto
Donna,20-29,Laurea triennale,Emilia Romagna,No,Neutrale,24.5,6,3,0,476 d.C.,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Crociate, Vassalli, Invasioni Barbariche, Peste, Caccia alle streghe","Nell’immaginario comune, e nei detti, il medioevo viene associato solo a un secolo di buio, ma in realtà non è solo questo, è un’epoca ampia che ha visto anche tanti progressi e innovazioni",-1.0,Negativo
Donna,18-19,Diploma di istruzione tecnica,Lombardia,No,Neutrale,18.5,4,3,0,300’ 400’,300.0,Pre-476 (ante caduta Roma),Non specificato,500’,500.0,Pre-1400 (Fine anticipata),Non specificato,200.0,"Peste, Invasioni Barbariche, Caccia alle streghe, Crociate, Invenzione della stampa",Un periodo di rinascita e invenzioni ,1.0,Positivo
Uomo,50-59,Laurea magistrale,Lombardia,Sì,Parzialmente positiva,54.5,7,4,1,V secolo,450.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1042.0,"Arabi, Normanni, Repubbliche Marinare, Vassalli, Crociate",L'epoca in cui si è formata l'Europa delle Istituzioni e si è preparato il Rinascimento.,0.0,Neutrale/Misto
Uomo,70-79,Laurea magistrale,Lombardia,Sì,Neutrale,75.0,7,3,1,"476 d,C",476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Editto di Rotari, Crociate, Vassalli, Normanni, Caccia alle streghe",periodo di transizione di consolidamento del potere imperiale e feudale,0.0,Neutrale/Misto
Donna,20-29,Diploma di istruzione liceale,Lombardia,Sì,Neutrale,24.5,5,3,1,476 dC/ Costantino,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492 dC,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Invasioni Barbariche, Vassalli, Peste, Crociate, Normanni","Barbero, spranga",0.0,Neutrale/Misto
Uomo,20-29,Laurea triennale,Lombardia,No,Parzialmente negativa,24.5,6,2,0,V secolo d.C.,450.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,XV secolo ,1450.0,1400-1453 (Caduta Costantinopoli),Scoperta America,1000.0,"Crociate, Repubbliche Marinare, Caccia alle streghe",,,Neutrale/Misto
Uomo,30-39,Laurea triennale,Lombardia,No,Neutrale,34.5,6,3,0,800,800.0,600-800 (Periodo pre-carolingio),Altro,1400,1400.0,1400-1453 (Caduta Costantinopoli),Altro,600.0,"Crociate, Stato pontificio, Caccia alle streghe, Peste",,,Neutrale/Misto
Donna,50-59,Diploma di istruzione professionale,Lombardia,No,Parzialmente negativa,54.5,3,2,0,500,500.0,476-500 (Caduta Impero Romano Occ.),Ricordi scolastici,1500,1500.0,1493-1517 (Riforma protestante),Scoperta America,1000.0,"Vassalli, Crociate, Scoperta dell’America, Caccia alle streghe, Peste",Un periodo di scoperte ma anche di ignoranza ,-1.0,Negativo
Donna,20-29,Diploma di istruzione tecnica,Lombardia,Sì,Parzialmente negativa,24.5,4,2,1,470 dc,470.0,476-500 (Caduta Impero Romano Occ.),Ricordi scolastici,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1022.0,"Peste, Caccia alle streghe, Vassalli, Aratro",,,Neutrale/Misto
Uomo,50-59,Diploma di istruzione tecnica,Lombardia,No,Assolutamente negativa,54.5,4,1,0,1000,1000.0,800-1000 (Impero Carolingio),Altro,1300,1300.0,Pre-1400 (Fine anticipata),Non specificato,300.0,"Caccia alle streghe, Peste",,,Neutrale/Misto
Donna,30-39,Laurea magistrale,Lombardia,Sì,Assolutamente positiva,34.5,7,5,1,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1453,1453.0,1400-1453 (Caduta Costantinopoli),Caduta Costantinopoli,977.0,"Arabi, Vassalli, Editto di Rotari, Crociate, Normanni",,,Neutrale/Misto
Uomo,30-39,Laurea magistrale,Lombardia,Sì,Parzialmente positiva,34.5,7,4,1,500,500.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,992.0,"Peste, Invasioni Barbariche, Caccia alle streghe, Repubbliche Marinare",Gli storici potevano dare un nome più interessante al millennio medievale,1.0,Positivo
Donna,30-39,Laurea magistrale,Lombardia,Sì,Neutrale,34.5,7,3,1,476 d.C.,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Invasioni Barbariche, Caccia alle streghe, Aratro, Vassalli, Peste",,,Neutrale/Misto
Donna,40-49,Laurea magistrale,Lombardia,No,Neutrale,44.5,7,3,0,Quinto secolo dopo Cristo,,Non specificato,Caduta Roma,1.500 ,500.0,Pre-1400 (Fine anticipata),Rinascimento,,"Arabi, Invasioni Barbariche, Caccia alle streghe, Crociate, Vassalli",Periodo infinito caratterizzato da invasioni e ridefinizione dei confini geopolitici europei. Dal mille in poi rinascita socio-linguistica ,1.0,Positivo
Donna,50-59,Diploma di istruzione tecnica,Veneto,No,Neutrale,54.5,4,3,0,Non so,,Non specificato,Altro,Non ho idea,,Non specificato,Non specificato,,"Stato pontificio, Crociate, Invasioni Barbariche, Peste, Aratro",,,Neutrale/Misto
Donna,30-39,Diploma di istruzione liceale,Lombardia,No,Parzialmente negativa,34.5,5,2,0,800,800.0,600-800 (Periodo pre-carolingio),Ricordi scolastici,1200,1200.0,Pre-1400 (Fine anticipata),Ricordi scolastici,400.0,"Stato pontificio, Peste, Crociate, Invasioni Barbariche, Caccia alle streghe",,,Neutrale/Misto
Donna,30-39,Laurea magistrale,Emilia Romagna,No,Neutrale,34.5,7,3,0,attorno al VIII - X sec dC,950.0,800-1000 (Impero Carolingio),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,542.0,"Vassalli, Aratro, Caccia alle streghe, Crociate, Peste",Non solo buio,-1.0,Negativo
Donna,50-59,Diploma di istruzione professionale,Lombardia,No,Assolutamente positiva,54.5,3,5,0,V secolo,450.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,15• secolo,,Non specificato,Scoperta America,,"Aratro, Peste, Invasioni Barbariche, Stato pontificio",,,Neutrale/Misto
